"Departamento","Municipio","Código prestador","Nombre prestador","nit IPS ","num digito_verificion","naturaleza","num nivel atencion","Código sede","Número sede","nom sede IPS","Gerente","Dirección","Email","Teléfono","nom grupo capacidad ","nom descripcion capacidad ","num cantidad capacidad instalada","Fecha Corte","Fuente"
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","CAMILLAS","Observación Pediátrica","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","CAMILLAS","Observación Adultos Hombres","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","CAMILLAS","Observación Adultos Mujeres","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","CONSULTORIOS","Urgencias","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","CONSULTORIOS","Consulta Externa","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","SALAS","Partos","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA PEDRERA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9140700019","15","CENTRO DE SALUD DE LA PEDRERA - E.S.E HOSPITAL SAN RAFAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","CORREGIMIENTO DE LA PEDRERA","pedrera@esehospitalsanrafael-leticia-amazonas.gov.co","3203014882","SALAS","Procedimientos","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LA VICTORIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9143000019","16","LA VICTORIA ESE SAN FARAEL DE LETICIA","SAIDA VIVIANA HERREÑO PRIETO","LA VICTORIA","hsanrafael1@yahoo.com","985227075","UNIDAD MOVIL","Unidad Móvil","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMAS","Adultos","41","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMAS","Cuidado Intermedio Pediátrico","2","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMAS","Cuidado Intermedio Adulto","18","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMAS","TPR","3","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMAS","Cuna Intermedia Pediátrica","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMAS","Atención del Parto","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMILLAS","Observación Pediátrica","5","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMILLAS","Observación Adultos Hombres","11","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CAMILLAS","Observación Adultos Mujeres","11","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CONSULTORIOS","Urgencias","2","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"CONSULTORIOS","Consulta Externa","17","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"SALAS","Quirófano","2","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"SALAS","Partos","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"SALAS","Procedimientos","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100019","E.S.E. HOSPITAL SAN RAFAEL DE LETICIA","838,000,096","7","Pública","2","9100100019","01","E.S.E. HOSPITAL SAN RAFAEL","SAIDA VIVIANA HERREÑO PRIETO","CRA 10 # 13-78","calidad@esehospitalsanrafael-leticia-amazonas.gov.co",,"SALAS","Sala de Cirugía","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100069","FUNDACION CLINICA LETICIA","900,142,282","4","Privada",,"9100100069","01","FUNDACION CLINICA LETICIA","JAVIER HERNÁN GUTIERREZ CAMACHO","AVENIDA INTERNACIONAL No 6-05","gerencia@fundacionclinicaleticia.com.co","59 2 7718","AMBULANCIAS","Básica","1","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100069","FUNDACION CLINICA LETICIA","900,142,282","4","Privada",,"9100100069","01","FUNDACION CLINICA LETICIA","JAVIER HERNÁN GUTIERREZ CAMACHO","AVENIDA INTERNACIONAL No 6-05","gerencia@fundacionclinicaleticia.com.co","59 2 7718","CAMAS","Pediátrica","2","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100069","FUNDACION CLINICA LETICIA","900,142,282","4","Privada",,"9100100069","01","FUNDACION CLINICA LETICIA","JAVIER HERNÁN GUTIERREZ CAMACHO","AVENIDA INTERNACIONAL No 6-05","gerencia@fundacionclinicaleticia.com.co","59 2 7718","CAMAS","Adultos","29","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100069","FUNDACION CLINICA LETICIA","900,142,282","4","Privada",,"9100100069","01","FUNDACION CLINICA LETICIA","JAVIER HERNÁN GUTIERREZ CAMACHO","AVENIDA INTERNACIONAL No 6-05","gerencia@fundacionclinicaleticia.com.co","59 2 7718","CAMAS","TPR","2","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
"Amazonas","LETICIA","9100100069","FUNDACION CLINICA LETICIA","900,142,282","4","Privada",,"9100100069","01","FUNDACION CLINICA LETICIA","JAVIER HERNÁN GUTIERREZ CAMACHO","AVENIDA INTERNACIONAL No 6-05","gerencia@fundacionclinicaleticia.com.co","59 2 7718","CAMAS","Intermedia Adultos","5","Fecha corte REPS: Nov  5 2022  1:37PM","Base de datos Registro Especial de Prestadores de Servicios de Salud - REPS."
