provider_code,name,nit,nature,care_level,manager,address,email,phone,sk_geografia,sk_facility
500105568,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA,890900841,Privada,,Joan Alexander Rivera Lopez,CALLE 94  N 105 - 23,joanrivera@comfama.com.co,8290110,1130,47
500109099,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,900038926,Privada,,WILFER SANTIAGO GIRALDO GIRALDO,CALLE 100 99-15/17/37,wgiraldo@promedan.com.co,5744036980,1130,48
504506160,CLINICA CHINITA S.A.,800123572,Privada,,JOSE MANUEL CAMARGO ORTIZ,KR 98 # 102 - 11/13/15,calidad@clinicachinita.com,8281200,1130,49
500109961,Fundación para el Servicio Integral de Atención Médica - Fundación SIAM,900034438,Privada,,CESAR AUGUSTO BUENO SERRANO,CARRERA 98 No 103 89 Segundo piso. Edificio Oftalmo Servicios.,calidad@fundacionsiam.org,8286400,1130,50
500110393,MEDICARTE S.A.S,900219866,Privada,,Juan Carlos Rodriguez Jaillier,CARRERA 98 N° 103 - 89,notificaciones@medicarte.com.co,8150707,1130,51
500110875,ART MEDICA S.A.S.,900298928,Privada,,RICARDO ANTONIO PINEDA TAMAYO,Cr 94 a 99c - 27,notificaciones@artmedica.co,3009120074,1130,52
500111030,SIES SALUD MEDELLIN,900123436,Privada,,ALVARO PUERTO VALENCIA,CL 98 # 104-28,garantia_delacalidad@sies.com.co,7451416,1130,53
500111061,I.P.S. OPTICA LA PLAZUELA S.A.S,900322287,Privada,,TOMAS JOSE RIOS MUÑOZ,KRA 100 # 43a-706 Lote C101 local 4 Consultorio 1,optiplazuela@hotmail.com,8290790,1130,54
500111103,COMITE DE ESTUDIOS   MEDICOS S.A.S,900294794,Privada,,ANDRES MAURICIO RANGEL MARTINEZ-VILLALBA,Carrera 102 número 103A - 14/20,lidercalidad@menteplena.com.co,3228453,1130,55
500111245,"MEDICINA Y SALUD DE COLOMBIA S.A. ""M&S""",830140725,Privada,,ROBERTO JOSE LINDO ROJAS,CL 89 No. 102-60 LOCAL 15,directivosmys@gmail.com,3174285928,1130,56
500117095,SUMIDENTAL S.A.S,901178075,Privada,,Juan Felipe Acosta Bustamante,Diagonal 99C No. 106C - 06,coordinacioncalidad@sumidental.co,3209790,1130,57
504501359,CLINICA DE URABA SA,800058856,Privada,,JUAN CANCIO RESTREPO GUTIERREZ,DG 99E 106C 84,administracion@clinicadeuraba.com,,1130,58
504502098,PROSALUD S.A.S.,800091462,Privada,,LUZ MARINA CABEZA DE ALBARRACIN,CRA 100 # 95-23,info@ipsprosalud.com,,1130,59
504508091,SALUD DARIEN I.P.S. S.A.,811045925,Privada,,OMAR HERNANDO CASARRUBIA BARBAS,CL 100 # 94 A 30 / 42,asistente.administrativa@saluddarien.com,8264050,1130,60
504508430,LABORATORIO CITOLÓGICO Y PATOLÓGICO URABÁ S.A.S.,811040808,Privada,,JAVIER IGNACIO ORTIZ HERNANDEZ,CALLE 103 A # 100 -94,bioprever.csst@gmail.com,8153332,1130,61
504509446,INTISALUD IPS S.A.S.,900073356,Privada,,BRISEIDA SANCHEZ CASTAÑO,Calle 103 # 97 - 101 - 107,briseida@intisalud.net,8156915,1130,62
504509510,OFTALMOSERVICIOS IPS S.A.S.,811038804,Privada,,Victor Hugo Ardila Cardenas,Calle 98 # 103 - 89,gerencia@clofan.com,8287020,1130,63
504509933,FUNDACION PARA LA INVESTIGACION Y LA PARTICIPACION SOCIAL FUNIPAS,811045445,Privada,,WILFER ERNESTO TANGARIFE GONZALEZ,CL 103 # 97 - 67,funipas@yahoo.com.mx,5748283210,1130,64
504510104,ORTOCLINICAS DE URABA S.A.S,900175791,Privada,,Ramiro Andres Jaramillo Marin,carrera 100 No. 95 - 12 piso 2,ortoclinicasdeuraba@gmail.com,8282004,1130,65
504511076,GASTROMEDIC S.A.S.,900320195,Privada,,RENATA PATRICIA RAMIREZ OSPINA,KR 98   #106 -  78,hermesfrancisco1964@live.com,8280848,1130,66
504511606,OMEGA ODONTOLOGOS MEDICOS ESPECIALIZADOS Y GENERALES ASOCIADOS SAS,900358719,Privada,,Jairo Alberto Otero Agamez,CL 98 A  No. 105 B -70,omega-sas@hotmail.com,8280531,1130,67
504512420,VISION TOTAL S.A.S,830504734,Privada,,ALBERTO CARLOS GARZON ARGEL,CALLE 103 N° 97-54,coordinadoradministrativo@visiontotaleu.com,3172180534,1130,68
504513197,Promotora Clinica Zona Franca de Uraba SAS,900390423,Privada,,Dubian Ferney Zuluaga Yepes,KR 100 # 43-770 LT C101,info@clinicapanamericana.co,6048290790,1130,69
504513539,MEDIALCO ZONA FRANCA S.A.S,900577446,Privada,,LUIS CARLOS GIRALDO POLO,KRA 100 CL 43 - 770 ZONA FRANCA LOTE C 101 PI 3,gerenciaapartado@nefrouros.net,3134928707,1130,70
504513854,IPS REINTEGRAS EN SALUD S.A.S,900783786,Privada,,KARINA JULIO PERTUZ,CARRERA 102 No. 103-20,ipsreintegras@hotmail.com,604,1130,71
504513907,CORPORACION IPS CEDISALUD,900467430,Privada,,Yaneth Astrid Monsalve Martinez,calle 98 # 102 - 68,calidad@cedisalud.com,8285537,1130,72
504514003,ATENCIÓN MÉDICA INTEGRAL MIRTIS S.A.S,900805371,Privada,,LUIS ALBERTO ROCHE MARTINEZ,CL 98 # 103-111 OFICINA 315,atencionmedicaintegralm@gmail.com,3015252348,1130,73
504515486,FUNDACION AVIVAR CAD,900986371,Privada,,JHON JANER GIRALDO SOTELO,CALLE 95 Nro 100-24,SECRETARIA@FUNDACIONAVIVAR.ORG,8285959,1130,74
504515633,INTEGRAL SALUD SEGURIDAD Y SALUD EN EL TRABAJO DE URABA S.A.S,900989341,Privada,,CLAUDIA MARCELA RAMIREZ REINOSA,KR  99 #  97 - 16,ISALUDURABA@GMAIL.COM,8282525,1130,75
504515953,G Y H OPTICAS S.A.S,900958130,Privada,,JHON LARRY GONZALEZ CLARO,CR 102 # 98-49,gerentegeneralluz@gmail.com,8282961,1130,76
504518613,GOLDEN SERVICES OUTSOURCING S.A.S,900795746,Privada,,FLAMINIO ADOLFO VILLALBA PACHECO,CALLE 98 # 100-49,gerencia@goldenservices.com.co,3104142530,1130,77
504518692,GLOBAL CARE IPS S.A.S,901246529,Privada,,ANDRES FELIPE GARCIA DAVID,Carrera 105 # 94 - 63 piso 1,direcciongeneral@globalcareips.net,8156971,1130,78
504519488,INSTITUTO DE DOLOR DEL PACIFICO S.A.S,901012362,Privada,,YARLEDYS MOSQUERA CORDOBA,CALLE 102 # 98-23,institutodedolorapartado@gmail.com,3122611703,1130,79
504519811,CLINICAS ODONTOLOGICAS ORAL EXPRESS-MANA S.A.S.,901330992,Privada,,HERMOSA LOSADA NADIR YOHESNEY,CR 100 N 88 21 OF 616,nadir.hermosa@oralexpress.com.co,3123120168,1130,80
504520120,INVERSIONES UROLOGIA AVANZADA S.A.S ZOMAC,901461976,Privada,,DIMAS DAVID CORREA ESCARPETA,CALLE 100 # 88 - 21 P1 LOCAL 117 EDIFICIO CENTRO EMPRESARIAL SANTAMARIA,ips@urologiavanzada.com,3115373408,1130,81
514715474,CENTRO FISIOTERAPEUTICO FEDRA ALEXANDRA OSPINA SAS,900614725,Privada,,FEDRA ALEXANDRA OSPINA OLIER,CL 93 N° 95A - 40,fedraospina@gmail.com,3173321503,1130,82
514716399,SOCIEDAD DE MEDICINA INTEGRAL Y DIAGNOSTICO CLINICO SOMEDCLIN S.A.S,901122466,Privada,,HEINNER MIGUEL OJEDA MUÑOZ,CALLE 100 F # 111 - 64 LOCAL 2,somedclinapartado@gmail.com,3103659727,1130,83
536009022,SUMIMEDICAL S.A.S,900033371,Privada,,Jorge Luis Rocha Paternina,Carrera 106 C  # 99 C 17,ngiraldo@sumimedical.com,4114488,1130,84
561507672,SERVIUCIS S.A.S.,811042050,Privada,,JUAN EDGAR MARIN RESTREPO,Carrera 98 Número 103B-46/52/62,info@serviucis.com,5748288250,1130,85
563105493,"CORPORACIÓN MIXTA INSTITUTO COLOMBIANO DE MEDICINA TROPICAL """"ANTONIO ROLDAN BETANCUR""""""",800082822,Mixta,,LUIS ERNESTO LÓPEZ ROJAS,CARRERA 98 N° 103B - 46 INTERIOR CLINICA CENTRAL FUNDADORES,asuntosicmt@ces.edu.co,8281707,1130,86
583713448,GRUPO EMPRESARIAL DE SERVICIOS DE LA SALUD APLICADOS S.A.S.,900553671,Privada,,INES MARIA MUÑOZ MAQUILON,CALLE 102 No. 98-07,rios_ltda@hotmail.com,3116969975,1130,87
500105568,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA,890900841,Privada,,Joan Alexander Rivera Lopez,CARRERA 30 NUMERO  31 25,joanrivera@comfama.com.co,3607080,1154,88
505102323,E.S.E. HOSPITAL PEDRO NEL CARDONA,890982134,Pública,1.0,JENNY GARCES LUNA,BARRIO EL DEPORTIVO,secretaria@esehpncarboletes-antioquia.gov.co,8200026,1154,89
505112915,PROMOSALUD IPS T&E S.A.S.,900192459,Privada,,Eusebio A. Mendoza Hernandez,Carrera 30 #31-25,calidad@promosaludips.com,3215392270,1154,90
505505479,E.S.E. HOSPITAL SAN JULIAN,890981851,Pública,1.0,JUAN DE JESUS ARROYAVE OCAMPO,CALLE 31 # 32-14,gestiondocumentalhsj@gmail.com,8650000,1155,91
505905506,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN DE PORRES,890982153,Pública,1.0,NIDIA LUZ PARRADO PINEDA,CL 11 # 6-69 ARMERNIA,hsmpgerencia@gmail.com,5748559352,1156,92
500109099,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,900038926,Privada,,WILFER SANTIAGO GIRALDO GIRALDO,KR 13 # 11 - 107,wgiraldo@promedan.com,5744060880,1157,93
500109665,PREVENGA ODONTOLOGIA PERSONALIZADA S.A.S.,900122146,Privada,,LUIS ESTEBAN GÓMEZ OSPINA,CARRERA 13 #14 26,calidad@clinicasprevenga.com,444,1157,94
507904077,ESE HOSPITAL SAN VICENTE DE PAUL,890905193,Pública,1.0,CILA PEREZ PACHECO,KR 17 # 10 - 34 SECTOR LA BOMBA,esebarbosa@une.net.co,5744061341,1157,95
507909669,FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN,811004956,Privada,,CLARA INES ENCISO ALCALA,Finca La Reina,fundacionlaluzprincipal@hotmail.com,3015644328,1157,96
507909878,IPS CASA DE LA SALUD BARBOSA S.A.S.,900160035,Privada,,ALEXANDRA ZAPATA ZULUAGA,CL 15 # 13 - 43,casadelasaludbarbosa_@hotmail.com,6044060363,1157,97
523704806,COOPERATIVA DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALUD DE DONMATIAS - PROSALCO,800228773,Privada,,HERNAN DARIO VALLEJO RESTREPO,CL 15 # 10-39,asisgerencia@prosalcoips.com.co,4038424,1157,98
500101443,MEDICINA 2000 S.A.S.,800152349,Privada,,Humberto de Jesus Echeverri Tobon,Dg. 55 # 37-41 - local 319,calidad@medicinadosmil.com,2510606,1158,99
500101615,ORGANIZACION SANTA LUCIA S A,890900650,Privada,,JOSE OMAR ESTRADA ESTRADA,CL 50 #48-56 CENTRO COMERCIAL BELLO CENTRO LC 108,gestioncalidad@osl.com.co,5742750907,1158,100
500102111,FUNDACION ORGANIZACIÓN VID,890983994,Privada,,Enny Catherine Ospina Rojas,Calle 49 No 51 - 15,eospina@vid.org.co,3224880,1158,101
500104259,Servicios de Salud IPS Suramericana S.A.S,811007832,Privada,,LYNDA JOANNA QUIJANO PINTO,CALLE 40 # 50-205 PISO 4 LOCAL 4260 CENTRO COMERCIAL PLAZA FABRICATO,ljquijanop@sura.com.co,3220692,1158,102
500104679,CORPORACION PARA LA INVESTIGACION Y EL DESARROLLO SOCIAL CORPINDES,890984817,Privada,,LUZ MARINA VILLA DE YARCE,CL 50 # 51-40,corpindes@une.net.co,5742757064,1158,103
500105568,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA,890900841,Privada,,Luis Gerardo Garcia Vasquez,KR 49 # 46 - 57,luisgarcia@comfama.com.co,4523070,1158,104
500105935,FRESENIUS MEDICAL CARE COLOMBIA S.A.,830007355,Privada,,BOLIVAR CORDERO BARRAGÁN,DIAGONAL 50 A AVENIDA 41 - 74,Carlos.Osorio@fmc-ag.com,604,1158,105
500106122,INVERSIONES EN RECREACION DEPORTE Y SALUD S.A. Sigla: BODYTECH S.A.,830033206,Privada,,Yoan Alejandro Alvarez Ortiz,DG 50 A # 38 -20 PI 2,niquia@bodytechcorp.com,3667786,1158,106
500108772,SO SERVICIOS MEDICOS Y OFTALMOLOGICOS S.A.S,800233471,Privada,,JUAN CARLOS MORENO SALDARRIAGA,DG 55 # 37 - 41 LOCAL 308,jmoreno@sosaludvisual.com,4752120,1158,107
500109055,CLINICA ODONTOLOGICA INTEGRAL ODONTOLASER SA,811044879,Privada,,CARLOS MARIO PINEDA ARBELAEZ,KR 49 # 51 48,odontolaser@hotmail.com,5742756577,1158,108
500109099,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,900038926,Privada,,WILFER SANTIAGO GIRALDO GIRALDO,CARRERA 37 No 51-19,wgiraldo@promedan.com.co,4036980,1158,109
500109246,UNIVER PLUS SA,900033752,Privada,,ALVARO FRANCISCO RIBERO CADENA,DIAGONAL 55 # 37-41 LOCAL 309 CENTRO COMERCIAL NIQUIA,coordinadornacionalcalidad@univerplus.com,3164195115,1158,110
500110089,TIBAS S.A.S,900164325,Privada,,EDGAR TIBAQUIRA HERNANDEZ,Diagonal 55 No 37-41 L. 207. Centro Comercial Estacion Niquia,hemasa3@gmail.com,4440062,1158,111
500110471,Viva 1A IPS SA,900219120,Privada,,LINA MARCELA SANCHEZ SALDARRIAGA,CARRERA 50 No 38 A 185 LOCAL 02005 CENTRO COMERCIAL FABRICATO,rrestrepo@viva1a.com.co,3175176703,1158,112
500110577,INVERSIONES DAMA SALUD SAS,830108482,Privada,,Adriana Cecilia Bohorquez Salazar,Calle 49 No. 49 82,coordinadorhabilitacion@sonria.com.co,4522244,1158,113
500110653,AYUDAS DIAGNOSTICAS SURA S.A.S,800225057,Privada,,ANGELA MARIA LOAIZA ARANGO,Diagonal 50 # 38-20 Piso 6,lmgaleanoa@sura.com.co,3216472036,1158,114
500110833,DENTIPLAN DE COLOMBIA S.A.S,900253187,Privada,,NELSON ZULUAGA CONTRERAS,KRA 49 # 46-34,sedebello@dentiplan.com.co,448,1158,115
500112033,NATURAL BODY CENTER LTDA MEDELLIN,830116823,Privada,,RICARDO ERNESTO VILLORIA DELGADO,DIAGONAL 55 N°37-41 CONS 452,contactenos@naturalbodycenter.com,3147891853,1158,116
500113481,LAFAM SAS,900407148,Privada,,Claudia Ximena Martinez Estupíñan,Diagonal 55 No. 35 217 C.C. Puerta Del Norte,harold.rivera@lafam.com.co,3175860918,1158,117
500114215,DENTIX COLOMBIA SAS,900759454,Privada,,FERNANDO BARCO MALDONADO,CARRERA 50 # 52-21,notificaciones@dentix.co,3115404052,1158,118
500114276,VIRREY SOLIS I.P.S S.A,800003765,Privada,,HENRY ALBERTO RIVEROS QUEVEDO,CARRERA 52 NO 51-39,calidad@virreysolisips.com.co,4600818,1158,119
500114434,DENTALI S.A.S,900618387,Privada,,CESAR AUGUSTO CADAVID LOPERA,CR 49 # 50 - 34 PISO 2,gerenteoperativa@dentali.com.co,5200200,1158,120
500116607,COOMSOCIAL IPS SAS,901130913,Privada,,Jaime Abel Muñoz Pimienta,CARRERA 51 33 40,CMS.GCALIDAD@COOMSOCIALIPS.COM,444,1158,121
500117095,SUMIDENTAL S.A.S,901178075,Privada,,Juan Felipe Acosta Bustamante,Carrera 50 No. 46 - 146,coordinacioncalidad@sumidental.co,3209790,1158,122
508804344,REHABILITACION Y DEPORTE REYDE S.A.S,811033706,Privada,,MARÍA CLAUDIA CARASQUILLA MELENDEZ,CALLE 45 # 46 - 78 PI 2 LC 201,reyde2010@hotmail.com,3224340,1158,123
508804645,ODONTO G ASOCIADOS S.A.S.,811002691,Privada,,GISEL CRISTINA GIRALDO RIVERA,DG 55 # 35 217 CS 138 CENTRO COMERCIAL PUERTA DEL NORTE,sedebello@oralcenter.com.co,4828519,1158,124
508804734,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",890905166,Pública,2.0,ALBERTO ARISTIZABAL OCAMPO,CL 38 # 55-310,calidad@homo.gov.co,4527474,1158,125
1100137431,AMBUSURE IPS S.A.S.,901457751,Privada,,OSCAR ALONSO ROJAS VARGAS,TR 77 C 47-16 P1,ambusureips@gmail.com,3224882104,1159,126
508804909,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,800174995,Pública,1.0,DIEGO ALFONSO MONTOYA GRAJALES,CL 54 # 56A-11,serviciosdesaludbellosalud@gmail.com,4482030,1158,127
508805042,DENTOTAL S.A.S,811007847,Privada,,JUAN ESTEBAN TAMAYO MORENO,AK 50 # 50 - 15 OF 317,dentotal@une.net.co,4442105,1158,128
508805618,ESE HOSPITAL MARCO FIDEL SUAREZ,890985703,Pública,2.0,ISAURO BARBOSA AGUIRRE,CL 44 # 49B -90,gerencia@hmfs.gov.co,4547510,1158,129
508810559,URGENCIAS DEL NORTE DE BELLO SAS,900203364,Privada,,LUZ DARY SERNA GUISAO,CL 47 # 48 - 37,urgenciasdelnorte@hotmail.com,4528899,1158,130
